Student,Gender,PSATM,SATM,ACTM,Rank,Size,GPAadj,PlcmtScore,Recommends,Course,Grade,RecTaken,TooHigh,TooLow,CourseSuccess
282,0,59,,26,5,251,40,36,R1,117,A,0,0,0,1
283,0,,,27,3,43,38,36,R1,120,B,1,1,0,1
284,1,63,69,27,1,42,39,36,R1,120,A,1,1,0,1
285,0,,65,29,114,443,34,36,R1,120,B+,1,1,0,1
286,0,,61,27,1,65,37,36,R1,120,B,1,1,0,1
287,1,63,69,,41,287,35,35,R1,120,A-,1,1,0,1
288,1,58,,27,8,192,39,35,R1,120,A-,1,1,0,1
289,1,,56,,27,462,38,35,R1,122,A-,0,1,0,1
290,0,66,65,27,3,105,39,35,R1,120,B-,1,1,0,0
291,0,,,24,,,37,35,R1,120,A,1,1,0,1
292,1,,,34,,,32,35,R1,122,B,0,1,0,1
293,0,51,,28,7,323,40,35,R1,120,B,1,1,0,1
295,1,65,,26,4,403,39,35,R1,120,A,1,1,0,1
296,0,,55,26,1,320,40,35,R1,120,B,1,1,0,1
297,0,,65,,51,421,38,35,R1,120,B,1,1,0,1
298,0,,67,,99,443,36,34,R1,120,A,1,1,0,1
299,1,,68,31,181,553,31,34,R1,122,B-,0,1,0,0
300,0,63,,27,34,253,37,34,R1,120,A,1,1,0,1
301,0,,56,25,2,14,39,34,R1,120,B,1,1,0,1
302,0,,,28,35,295,37,34,R1,120,A-,1,1,0,1
303,0,,56,26,5,142,39,34,R1,120,B,1,1,0,1
304,0,57,,27,29,254,39,34,R1,120,B,1,1,0,1
306,0,,,25,2,55,40,34,R1,117,A-,0,0,0,1
307,1,,67,27,11,325,38,34,R1,120,A-,1,1,0,1
308,1,62,,27,13,443,37,34,R1,120,A,1,1,0,1
309,0,59,56,28,1,525,40,34,R1,120,A-,1,1,0,1
311,0,,62,,5,155,39,34,R1,120,C,1,1,0,0
312,0,,,27,4,58,39,34,R1,120,A,1,1,0,1
313,0,,,23,1,47,40,33,R1,120,C+,1,1,0,0
314,1,,71,,149,496,32,33,R1,120,A,1,1,0,1
315,0,60,68,24,3,59,40,33,R1,120,B,1,1,0,1
316,1,,,28,22,360,38,33,R1,120,B,1,1,0,1
317,0,,60,25,45,421,38,33,R1,120,A-,1,1,0,1
318,1,57,,27,53,334,36,33,R1,120,C-,1,1,0,0
320,0,60,63,29,1,252,39,33,R1,120,B-,1,1,0,0
321,1,57,,25,23,482,39,33,R1,120,B+,1,1,0,1
322,1,,63,,26,182,37,33,R1,120,A,1,1,0,1
323,1,,,25,4,45,35,33,R1,120,C,1,1,0,0
324,1,,,26,125,598,35,33,R1,120,A-,1,1,0,1
325,0,,64,26,27,281,38,33,R1,117,A-,0,0,0,1
326,0,60,,29,29,302,36,33,R1,120,A,1,1,0,1
327,0,,,26,2,127,38,33,R1,120,B,1,1,0,1
328,0,,,25,65,666,38,33,R1,120,A,1,1,0,1
329,1,61,,29,115,473,36,33,R1,117,A,0,0,0,1
330,1,,,30,96,525,33,33,R1,120,B,1,1,0,1
331,0,63,,24,4,62,40,33,R1,120,B,1,1,0,1
332,0,,58,24,16,554,40,33,R1,120,A,1,1,0,1
333,0,,,29,46,570,36,33,R1,120,A,1,1,0,1
334,0,,,28,79,589,36,32,R1,120,B+,1,1,0,1
335,0,,,27,3,90,38,32,R1,120,B-,1,1,0,0
336,1,55,62,30,66,634,37,32,R1,120,A-,1,1,0,1
337,0,53,,26,48,253,35,32,R1,120,D,1,1,0,0
339,0,63,,27,61,360,37,32,R1,120,A,1,1,0,1
340,0,,75,,,,28,32,R1,122,B,0,1,0,1
341,1,76,75,31,199,471,30,32,R1,117,B,0,0,0,1
343,1,,,25,4,335,40,32,R1,117,B+,0,0,0,1
344,1,,61,27,106,413,35,32,R1,120,A,1,1,0,1
345,1,59,68,29,116,568,35,32,R1,117,C+,0,0,0,0
347,0,80,72,31,104,525,35,31,R1,120,A,1,1,0,1
348,1,58,,27,108,634,35,31,R1,120,C,1,1,0,0
351,1,,60,29,47,224,35,31,R1,120,A-,1,1,0,1
352,0,53,,21,22,254,37,31,R1,120,B,1,1,0,1
353,1,,,26,69,364,37,30,R1,120,B-,1,1,0,0
354,1,,,28,17,217,37,30,R1,120,B-,1,1,0,0
355,0,,65,,17,190,37,30,R1,120,B+,1,1,0,1
356,0,,,28,14,355,38,30,R1,120,A,1,1,0,1
357,1,,62,27,113,437,33,30,R1,120,C,1,1,0,0
358,0,,,26,45,323,36,30,R1,120,C+,1,1,0,0
359,1,55,64,27,75,287,33,30,R1,120,C,1,1,0,0
360,0,,53,25,47,500,37,30,R1,117,B+,0,0,0,1
361,0,,63,23,83,421,36,30,R1,120,A,1,1,0,1
362,0,,,21,7,311,40,30,R1,120,C,1,1,0,0
364,1,,,30,136,527,31,30,R1,120,B,1,1,0,1
365,1,51,,24,3,31,39,30,R1,117,A-,0,0,0,1
366,0,,,27,27,223,35,30,R1,120,C,1,1,0,0
367,1,,,25,111,437,34,30,R1,120,B+,1,1,0,1
368,1,45,,19,21,464,38,30,R1,120,A-,1,1,0,1
369,1,56,57,25,90,634,38,30,R1,120,C+,1,1,0,0
370,0,60,,27,9,251,37,29,R1,120,B,1,1,0,1
371,0,,,29,34,185,35,29,R1,120,C,1,1,0,0
372,1,63,,24,6,177,39,29,R1,120,B-,1,1,0,0
373,1,,,26,70,390,31,29,R1,120,B,1,1,0,1
374,0,,60,24,,,35,29,R1,120,C+,1,1,0,0
375,0,56,55,,13,126,37,29,R1,120,C+,1,1,0,0
376,0,,,27,68,338,31,29,R1,120,C+,1,1,0,0
377,0,,,25,4,60,39,29,R1,117,B,0,0,0,1
379,1,,58,28,48,333,33,29,R1,120,B+,1,1,0,1
380,0,,63,,,,32,29,R1,120,B,1,1,0,1
381,1,,55,25,39,304,36,29,R1,117,B,0,0,0,1
382,1,,,26,122,520,31,29,R1,120,C-,1,1,0,0
383,0,,65,26,40,457,31,29,R1,120,B,1,1,0,1
384,1,,,23,9,36,38,29,R1,120,C+,1,1,0,0
385,0,56,64,24,35,294,38,29,R1,120,A-,1,1,0,1
386,0,,,25,86,462,34,29,R1,120,C,1,1,0,0
388,0,,,27,131,371,32,28,R1,117,B-,0,0,0,0
389,1,,62,29,,,30,28,R1,120,A,1,1,0,1
390,1,62,62,,69,253,32,28,R1,117,A,0,0,0,1
391,1,59,,27,97,378,33,28,R1,120,C-,1,1,0,0
392,0,58,53,24,94,554,37,28,R1,120,C-,1,1,0,0
394,0,,,21,55,500,37,28,R1,120,A-,1,1,0,1
395,1,60,62,26,236,524,29,28,R1,120,B,1,1,0,1
396,1,53,55,23,84,464,37,28,R1,117,B,0,0,0,1
397,0,,,24,35,311,36,28,R1,120,C+,1,1,0,0
399,1,58,,21,127,575,34,28,R1,126,B-,0,1,0,0
400,1,64,,30,286,595,30,28,R1,120,A,1,1,0,1
401,0,,54,,6,218,34,28,R1,120,B+,1,1,0,1
402,1,,,23,15,100,34,28,R1,120,C,1,1,0,0
403,1,60,,25,53,337,33,28,R1,120,B,1,1,0,1
404,0,53,,26,80,345,32,28,R1,120,C+,1,1,0,0
405,1,,63,25,153,421,32,28,R1,120,C,1,1,0,0
406,0,50,58,23,97,442,36,28,R1,120,B,1,1,0,1
407,0,69,,24,68,548,35,28,R1,120,A-,1,1,0,1
408,1,,,27,140,697,33,28,R1,120,C-,1,1,0,0
409,1,,,23,9,75,39,28,R1,120,C+,1,1,0,0
410,0,,,26,82,343,34,28,R1,120,B+,1,1,0,1
411,1,64,,27,88,232,33,28,R1,120,B+,1,1,0,1
412,1,55,62,25,,,34,28,R1,120,C,1,1,0,0
413,1,49,,25,42,249,34,28,R1,120,C,1,1,0,0
414,0,,,23,9,177,39,27,R1,120,B,1,1,0,1
416,0,51,,24,10,52,35,27,R1,120,B,1,1,0,1
417,0,,51,28,,,35,27,R1,120,B,1,1,0,1
418,0,49,64,25,97,350,35,27,R1,120,A-,1,1,0,1
419,1,,,23,33,229,34,27,R1,120,A-,1,1,0,1
420,1,,,23,45,222,33,27,R1,120,C,1,1,0,0
421,1,63,58,,87,249,33,27,R1,210,A-,0,0,0,1
422,0,,55,,,,37,27,R1,120,B+,1,1,0,1
424,0,69,,22,27,163,38,27,R1,120,B,1,1,0,1
425,0,,63,,,,34,27,R1,117,C+,0,0,0,0
426,1,,,24,49,163,34,27,R1,120,A,1,1,0,1
427,0,,51,,10,400,38,27,R1,120,B,1,1,0,1
428,0,,,26,53,431,36,27,R1,120,C,1,1,0,0
430,1,,,24,30,62,33,27,R1,120,B,1,1,0,1
431,1,,,25,61,466,33,27,R1,120,B+,1,1,0,1
432,0,,52,,6,73,36,27,R1,120,B-,1,1,0,0
433,0,,,22,6,412,39,27,R1,120,B-,1,1,0,0
434,0,54,,24,95,344,34,27,R1,120,C-,1,1,0,0
435,0,,,23,109,339,32,27,R1,120,C,1,1,0,0
436,0,61,,23,9,62,38,27,R1,120,C+,1,1,0,0
437,0,,,20,9,58,37,26,R1,120,C-,1,1,0,0
438,0,,54,22,119,413,35,26,R1,120,B+,1,1,0,1
439,1,56,60,27,155,451,32,26,R1,120,B,1,1,0,1
440,0,,,22,23,240,37,26,R1,117,A,0,0,0,1
441,1,,,27,169,433,30,26,R1,120,B-,1,1,0,0
442,0,,,22,46,518,37,26,R1,120,C+,1,1,0,0
444,0,,55,21,115,432,33,26,R1,120,A,1,1,0,1
445,0,,,24,50,310,35,26,R1,210,A-,0,0,0,1
447,1,,,29,40,116,31,26,R1,120,C-,1,1,0,0
447,1,,,29,40,116,31,26,R1,120,D,1,1,0,0
448,1,,,30,45,102,28,26,R1,120,B,1,1,0,1
450,0,,53,,69,470,36,26,R1,117,B,0,0,0,1
451,0,55,,27,103,580,34,26,R1,117,B+,0,0,0,1
452,0,,,24,27,188,35,26,R1,120,B,1,1,0,1
454,0,43,,22,62,215,34,25,R1,120,C,1,1,0,0
455,0,,57,18,80,421,36,25,R1,120,B+,1,1,0,1
457,1,,,23,33,176,35,25,R1,120,C+,1,1,0,0
458,0,,,26,9,33,35,25,R1,117,B+,0,0,0,1
459,1,,,23,97,345,35,25,R1,120,C+,1,1,0,0
460,1,49,51,25,76,497,36,25,R1,120,B,1,1,0,1
461,0,,,23,58,580,37,25,R1,120,C+,1,1,0,0
462,0,,,27,140,441,34,25,R1,120,B+,1,1,0,1
463,0,47,46,17,4,125,40,25,R1,120,B,1,1,0,1
464,0,54,61,27,94,480,32,25,R1,120,C,1,1,0,0
465,0,,,23,5,77,37,25,R1,117,A,0,0,0,1
466,1,,58,24,188,442,31,25,R1,120,B,1,1,0,1
467,0,,76,27,,,32,25,R1,120,B,1,1,0,1
468,1,,,27,177,350,31,25,R1,120,C,1,1,0,0
469,1,,69,28,111,431,31,25,R1,120,C,1,1,0,0
470,1,70,66,25,30,251,34,25,R1,117,C,0,0,0,0
471,0,60,,24,143,497,35,25,R1,120,C,1,1,0,0
472,1,,,27,140,300,28,25,R1,120,A,1,1,0,1
474,1,65,60,,68,219,29,24,R1,117,B-,0,0,0,0
476,0,41,,23,64,379,36,24,R1,117,B,0,0,0,1
477,0,55,,25,65,229,33,24,R1,109,B-,0,0,0,0
479,1,62,,24,256,481,29,24,R1,120,B+,1,1,0,1
481,0,43,,21,23,98,35,24,R1,120,B,1,1,0,1
482,0,59,,25,10,55,36,24,R1,117,A-,0,0,0,1
483,0,,,26,28,137,32,24,R1,120,B,1,1,0,1
484,0,47,,24,36,334,37,24,R1,120,C-,1,1,0,0
486,1,,63,,24,90,33,24,R1,120,C,1,1,0,0
487,1,,73,29,,,29,24,R1,120,B-,1,1,0,0
488,1,,65,27,23,259,36,24,R1,117,A-,0,0,0,1
491,0,62,49,19,1,144,40,24,R1,120,B,1,1,0,1
492,0,,60,,139,476,31,24,R1,117,B,0,0,0,1
493,1,,67,30,21,59,26,24,R1,120,B,1,1,0,1
494,0,,,22,37,348,38,24,R1,117,C+,0,0,0,0
495,0,,54,,161,421,33,23,R1,120,C-,1,1,0,0
497,1,42,,26,137,286,31,23,R1,120,B-,1,1,0,0
498,1,,,25,194,471,30,23,R1,120,B,1,1,0,1
500,1,,57,25,126,494,31,23,R1,117,F,0,0,0,0
502,0,56,,29,,,30,23,R1,117,W,0,0,0,0
503,1,58,54,26,106,332,31,23,R1,120,C-,1,1,0,0
504,0,52,53,27,22,125,32,23,R1,117,A,0,0,0,1
505,0,,,24,122,503,33,23,R1,120,B,1,1,0,1
506,1,54,54,23,83,349,35,23,R1,117,B,0,0,0,1
507,0,58,,26,43,272,34,23,R1,120,D-,1,1,0,0
508,1,57,,24,13,59,28,23,R1,120,B+,1,1,0,1
509,0,60,,26,38,272,33,22,R1,120,B-,1,1,0,0
511,1,57,,20,13,90,37,22,R1,120,B+,1,1,0,1
513,1,54,54,,,,34,22,R1,120,A-,1,1,0,1
514,0,,,21,2,33,40,22,R1,117,B+,0,0,0,1
515,0,,65,26,204,759,29,22,R1,117,B,0,0,0,1
516,1,,62,26,174,390,31,22,R1,120,B+,1,1,0,1
518,1,,,27,96,249,32,22,R1,120,C,1,1,0,0
520,1,65,,26,59,244,29,22,R1,120,B-,1,1,0,0
521,1,,,22,144,442,31,22,R1,120,B-,1,1,0,0
522,1,56,53,,50,238,33,22,R1,120,C,1,1,0,0
523,0,52,,25,58,412,33,22,R1,120,C-,1,1,0,0
716,1,56,61,,72,107,,,R1,120,A-,1,1,0,1
746,1,54,,26,56,177,,,R1,120,D,1,1,0,0
805,1,,57,,,,,,R1,120,B+,1,1,0,1
807,,,68,,,,32,28,R1,109,A-,0,0,0,1
811,,53,58,,52,172,30,22,R1,109,B-,0,0,0,0
816,,59,56,29,78,277,32,26,R1,109,A,0,0,0,1
819,,,59,,,,32,25,R1,109,B+,0,0,0,1
854,,,57,,30,222,29,25,R1,120,D-,1,1,0,0
855,,,59,,,,30,26,R1,120,B-,1,1,0,0
858,,,,26,45,174,33,24,R1,120,C+,1,1,0,0
860,,43,,19,22,94,34,23,R1,120,C+,1,1,0,0
861,,54,,29,22,405,38,37,R1,120,B,1,1,0,1
862,,,,27,1,14,39,36,R1,120,B-,1,1,0,0
863,,55,57,27,185,486,29,23,R1,117,A,0,0,0,1
864,,,61,,,,27,21,R1,120,B-,1,1,0,0
865,,51,55,25,25,326,33,24,R1,120,B,1,1,0,1
867,,,,25,17,83,32,27,R1,120,C+,1,1,0,0
869,,,,27,6,185,40,36,R1,120,C,1,1,0,0
870,,58,,26,116,280,31,26,R1,120,A-,1,1,0,1
871,,,,28,29,283,35,33,R1,120,A,1,1,0,1
873,,60,,25,11,185,39,33,R1,120,A,1,1,0,1
874,,,48,21,33,201,36,26,R1,120,C-,1,1,0,0
875,,61,,27,15,58,30,23,R1,120,C+,1,1,0,0
879,,,,29,27,201,37,31,R1,120,A,1,1,0,1
880,,,49,,,,36,24,R1,117,B,0,0,0,1
881,,,51,22,43,173,35,22,R1,210,A-,0,0,0,1
882,,52,69,29,67,471,36,34,R1,120,A-,1,1,0,1
883,,,,29,93,450,32,29,R1,120,B-,1,1,0,0
886,,73,70,29,197,424,23,18,R1,120,D+,1,1,0,0
889,,50,54,24,19,274,37,30,R1,120,B-,1,1,0,0
890,,,67,30,23,333,37,37,R1,120,A,1,1,0,1
891,,,57,30,26,500,38,33,R1,120,A-,1,1,0,1
892,,,,27,165,626,33,28,R1,120,B-,1,1,0,0
893,,50,,26,295,528,27,22,R1,120,C+,1,1,0,0
895,,49,51,23,17,120,34,22,R1,120,D+,1,1,0,0
896,,,,24,87,306,33,23,R1,120,B-,1,1,0,0
897,,54,,25,85,339,33,29,R1,120,B-,1,1,0,0
899,,59,,26,94,377,34,28,R1,120,D+,1,1,0,0
900,,63,,28,10,251,39,37,R1,120,A,1,1,0,1
901,,,67,,109,463,35,28,R1,120,A,1,1,0,1
903,,,,24,13,241,35,29,R1,120,A-,1,1,0,1
906,,,,22,119,444,36,29,R1,120,D+,1,1,0,0
907,,57,,24,10,184,39,34,R1,120,A,1,1,0,1
908,,41,,23,116,610,37,25,R1,120,B-,1,1,0,0
910,,55,,30,4,383,40,37,R1,120,A-,1,1,0,1
912,,,,20,50,247,32,23,R1,120,B-,1,1,0,0
913,,,,29,234,504,28,25,R1,122,B,0,1,0,1
915,,,58,28,85,557,37,33,R1,120,B+,1,1,0,1
916,,54,60,,115,236,31,28,R1,120,B+,1,1,0,1
919,,,,28,4,258,39,37,R1,120,A-,1,1,0,1
920,,,,25,,,25,22,R1,120,W,1,1,0,0
920,,,,25,,,25,22,R1,120,D,1,1,0,0
921,,,,27,31,333,36,31,R1,120,B,1,1,0,1
923,,,,26,2,98,40,36,R1,120,A-,1,1,0,1
924,,,,23,19,214,33,24,R1,120,B,1,1,0,1
925,,55,57,25,21,198,39,33,R1,120,A,1,1,0,1
926,,,78,28,,,32,32,R1,120,A,1,1,0,1
928,,55,,23,32,346,35,28,R1,120,B,1,1,0,1
930,,,,28,146,399,30,27,R1,117,B+,0,0,0,1
931,,60,63,,35,87,33,30,R1,120,B,1,1,0,1
933,,,,28,116,292,32,30,R1,120,B,1,1,0,1
934,,60,,27,29,287,38,35,R1,120,A-,1,1,0,1
935,,,,27,13,45,29,25,R1,120,C-,1,1,0,0
936,,,,27,4,113,38,33,R1,120,A-,1,1,0,1
937,,43,,22,51,155,33,23,R1,120,D,1,1,0,0
940,,,,23,30,138,32,25,R1,120,B,1,1,0,1
943,,,,21,1,270,40,31,R1,120,B,1,1,0,1
945,,,,27,28,300,35,27,R1,120,C+,1,1,0,0
946,,,56,,102,353,35,28,R1,120,B-,1,1,0,0
950,,,,22,69,257,32,24,R1,120,D,1,1,0,0
952,,70,62,27,71,493,37,32,R1,120,B,1,1,0,1
953,,59,57,28,28,377,39,37,R1,120,A,1,1,0,1
954,,,,24,106,617,35,29,R1,120,B+,1,1,0,1
955,,,,26,147,426,31,25,R1,120,C-,1,1,0,0
956,,52,,24,12,154,39,33,R1,120,C,1,1,0,0
957,,,,20,3,35,40,29,R1,120,B,1,1,0,1
959,,47,,25,41,280,39,34,R1,120,C,1,1,0,0
961,,,,25,2,58,40,34,R1,120,B-,1,1,0,0
962,,63,65,27,56,499,37,31,R1,120,C,1,1,0,0
963,,,63,26,28,125,33,27,R1,120,B+,1,1,0,1
964,,65,65,,14,112,37,34,R1,120,B,1,1,0,1
965,,,,22,20,228,37,29,R1,120,C-,1,1,0,0
969,,,59,,,,29,24,R1,120,A-,1,1,0,1
971,,,,24,37,228,36,27,R1,120,C,1,1,0,0
972,,,,28,264,617,30,29,R1,120,B+,1,1,0,1
974,,,56,23,87,634,37,32,R1,120,C,1,1,0,0
976,,59,,25,55,499,37,32,R1,120,C,1,1,0,0
977,,58,,29,70,677,37,36,R1,120,A-,1,1,0,1
978,,,62,25,206,445,33,25,R1,120,B,1,1,0,1
979,,,,29,94,380,33,30,R1,120,B+,1,1,0,1
980,,60,,24,66,428,32,26,R1,120,B,1,1,0,1
981,,,,26,32,593,38,34,R1,120,C+,1,1,0,0
982,,54,59,25,55,351,38,30,R1,120,A-,1,1,0,1
984,,54,,28,58,247,35,30,R1,120,B-,1,1,0,0
986,,,,25,6,72,37,29,R1,120,B+,1,1,0,1
988,,72,,31,75,297,31,29,R1,120,D,1,1,0,0
989,,51,64,22,67,427,34,26,R1,120,C-,1,1,0,0
994,,,,27,11,130,40,37,R1,120,A,1,1,0,1
995,,60,,28,59,252,30,25,R1,120,D,1,1,0,0
996,,55,51,,41,222,30,22,R1,120,C,1,1,0,0
997,,,,25,17,203,36,28,R1,120,B,1,1,0,1
998,,54,,24,51,272,35,27,R1,120,B,1,1,0,1
999,,,62,,,,28,22,R1,120,C,1,1,0,0
1000,,54,,27,39,97,33,29,R1,120,A-,1,1,0,1
1001,,51,57,25,9,162,35,29,R1,120,B,1,1,0,1
1004,,61,,28,103,677,35,30,R1,120,B,1,1,0,1
1005,,,,27,45,499,36,35,R1,120,A-,1,1,0,1
1006,,50,,20,13,94,39,29,R1,120,B,1,1,0,1
1007,,,,25,11,175,36,29,R1,120,A,1,1,0,1
1009,,,67,26,60,444,38,34,R1,120,B,1,1,0,1
1010,,56,61,27,135,450,28,22,R1,120,B,1,1,0,1
1011,,,73,30,,,26,22,R1,120,D,1,1,0,0
1013,,60,61,,49,447,37,29,R1,120,B,1,1,0,1
1014,,45,,22,54,270,36,28,R1,120,D,1,1,0,0
1017,,,,26,101,275,31,25,R1,120,C,1,1,0,0
1018,,,53,25,45,307,31,24,R1,120,C,1,1,0,0
1020,,,,24,18,241,38,34,R1,120,D,1,1,0,0
1021,,,70,,58,620,34,25,R1,120,D+,1,1,0,0
1022,,,70,27,37,266,31,24,R1,120,D-,1,1,0,0
1023,,66,,25,39,239,35,28,R1,122,C+,0,1,0,0
1025,,,,28,17,333,38,34,R1,120,A,1,1,0,1
1027,,,,28,125,435,36,34,R1,122,B,0,1,0,1
1028,,,60,25,127,445,36,31,R1,120,B,1,1,0,1
1029,,,62,24,,,30,22,R1,120,A,1,1,0,1
1030,,,68,,2,51,40,37,R1,120,A,1,1,0,1
1032,,,,23,52,137,34,24,R1,120,C-,1,1,0,0
1033,,55,,26,50,557,38,34,R1,120,C,1,1,0,0
1035,,,,29,181,471,30,27,R1,120,C-,1,1,0,0
1036,,64,60,,111,356,28,22,R1,120,C+,1,1,0,0
1038,,,,,164,645,32,,R1,120,D-,1,1,0,0
1040,,59,,27,1,58,40,36,R1,120,B,1,1,0,1
1041,,,,24,85,317,31,26,R1,120,A,1,1,0,1
1043,,61,,25,22,322,40,35,R1,120,A+,1,1,0,1
1045,,59,,24,92,411,38,32,R1,120,B,1,1,0,1
1046,,,71,29,,,30,30,R1,120,C-,1,1,0,0
1047,,,57,23,166,353,32,25,R1,120,D,1,1,0,0
1048,,,,24,4,36,36,31,R1,120,B+,1,1,0,1
1049,,,,29,22,112,37,35,R1,120,A,1,1,0,1
1050,,65,,30,9,294,38,35,R1,120,A-,1,1,0,1
1051,,57,,29,7,44,36,35,R1,120,A-,1,1,0,1
1053,,61,,25,44,171,33,27,R1,120,B,1,1,0,1
1057,,,60,27,299,437,23,21,R1,120,C-,1,1,0,0
1063,,66,,28,171,677,33,27,R1,120,C+,1,1,0,0
1066,,,52,25,31,390,38,32,R1,120,B,1,1,0,1
1067,,,66,,6,35,,,R1,120,A,1,1,0,1
1068,,,,22,41,343,36,29,R1,120,C-,1,1,0,0
1069,,,46,22,36,211,35,28,R1,120,D+,1,1,0,0
1070,,,,25,99,418,34,28,R1,117,A,0,0,0,1
1071,,,59,27,30,360,37,32,R1,117,A-,0,0,0,1
1072,,50,,25,56,293,34,26,R1,120,D,1,1,0,0
1073,,,,25,13,75,40,36,R1,117,A-,0,0,0,1
1077,,,46,23,41,612,36,29,R1,120,C-,1,1,0,0
1078,,57,,27,98,405,35,29,R1,120,B+,1,1,0,1
1079,,,65,27,3,350,40,37,R1,120,A-,1,1,0,1
1080,,,,27,9,101,38,34,R1,120,A-,1,1,0,1
1081,,60,,25,8,59,38,34,R1,120,B+,1,1,0,1
1082,,,,23,82,396,34,25,R1,120,D,1,1,0,0
1086,,,64,,31,563,38,35,R1,120,C+,1,1,0,0
1087,,55,50,26,32,201,34,28,R1,120,C-,1,1,0,0
1088,,,72,,,,28,25,R1,120,C-,1,1,0,0
1089,,44,,27,34,294,39,35,R1,120,B-,1,1,0,0
1090,,60,,27,21,235,37,33,R1,120,C+,1,1,0,0
1091,,,54,26,136,415,30,23,R1,120,C,1,1,0,0
1092,,41,,22,44,373,36,25,R1,120,D,1,1,0,0
1093,,53,,25,61,277,36,30,R1,120,C-,1,1,0,0
1094,,65,,30,17,297,38,35,R1,120,A,1,1,0,1
1095,,61,65,,,,36,33,R1,120,A,1,1,0,1
1097,,,63,26,301,732,30,23,R1,122,D,0,1,0,0
1097,,,63,26,301,732,30,23,R1,122,C-,0,1,0,0
1100,,,59,26,216,682,32,23,R1,120,B,1,1,0,1
1102,,60,,23,163,671,33,26,R1,120,B,1,1,0,1
1104,,,63,,172,433,30,25,R1,117,,0,0,0,
1105,,54,,26,21,270,39,34,R1,120,A-,1,1,0,1
1108,,37,,22,98,354,36,29,R1,120,D,1,1,0,0
1111,,61,,24,104,405,33,25,R1,120,C+,1,1,0,0
1115,,,55,,,,39,33,R1,120,C,1,1,0,0
1117,,57,66,26,54,565,37,32,R1,120,C,1,1,0,0
1118,,52,,27,22,262,38,33,R1,120,A-,1,1,0,1
1119,,61,,28,,,31,29,R1,120,D,1,1,0,0
1121,,,63,27,,,25,23,R1,120,D-,1,1,0,0
1123,,58,66,29,46,338,37,34,R1,120,A,1,1,0,1
1125,,,,28,29,312,38,34,R1,120,A,1,1,0,1
1126,,,,29,1,635,39,37,R1,120,A-,1,1,0,1
1231,,67,61,,,,20,13,R1,126,C-,0,1,0,0
1361,,,51,27,79,353,35,29,R1,120,C-,1,1,0,0
1373,,,,27,19,288,39,37,R1,120,B+,1,1,0,1
1379,,54,38,19,124,557,37,24,R1,120,C,1,1,0,0
1388,,,,24,345,765,34,27,R1,210,B,0,0,0,1
1390,,58,,29,12,123,38,36,R1,120,S,1,1,0,
1397,,,,22,9,187,39,33,R1,117,B+,0,0,0,1
1404,,,,,,,,,R1,120,A,1,1,0,1
1406,,55,,27,36,272,37,32,R1,120,C,1,1,0,0
1410,,,71,28,,,39,36,R1,120,A,1,1,0,1
1415,,,,22,10,155,38,31,R1,120,A-,1,1,0,1
1419,,,55,25,13,156,37,32,R1,120,B,1,1,0,1
1424,,59,,29,45,106,31,27,R1,120,B,1,1,0,1
1434,,58,,29,17,245,39,36,R1,120,A-,1,1,0,1
1441,,,,19,66,412,36,22,R1,210,B-,0,0,0,0
1466,,,,24,81,617,37,28,R1,117,A-,0,0,0,1
1472,,,,21,89,445,36,27,R1,120,B+,1,1,0,1
1480,,,,23,32,294,35,26,R1,120,B,1,1,0,1
1489,,,,22,97,353,35,24,R1,120,B+,1,1,0,1
1499,,55,,26,27,478,38,33,R1,120,A,1,1,0,1
1506,,59,55,25,176,565,36,29,R1,120,C,1,1,0,0
1508,,,68,27,76,705,36,30,R1,117,A,0,0,0,1
1525,,50,,26,10,60,37,31,R1,117,,0,0,0,
1528,,55,,25,92,320,31,22,R1,117,S,0,0,0,
1569,,,,19,51,270,36,22,R1,117,B+,0,0,0,1
1572,,67,60,31,15,115,35,33,R1,120,,1,1,0,
1577,,66,,28,21,367,35,33,R1,120,A-,1,1,0,1
1584,,,,31,,,32,33,R1,210,C+,0,0,0,0
1588,,,59,28,220,445,33,27,R1,120,A,1,1,0,1
1591,,61,64,27,6,142,39,34,R1,120,B+,1,1,0,1
1606,,57,,26,25,353,39,35,R1,120,B,1,1,0,1
1610,,,61,,8,414,38,35,R1,117,A,0,0,0,1
1619,,,,22,27,125,36,27,R1,117,C+,0,0,0,0
1640,,,52,23,,,34,23,R1,120,B+,1,1,0,1
1643,,,,22,10,149,38,31,R1,117,A-,0,0,0,1
1649,,58,,28,22,128,32,24,R1,120,C+,1,1,0,0
1659,,53,64,27,28,663,40,34,R1,120,A,1,1,0,1
1663,,,54,,66,746,35,27,R1,120,A,1,1,0,1
1667,,,,23,4,185,40,30,R1,120,B+,1,1,0,1
1670,,,66,31,0,0,28,26,R1,120,D,1,1,0,0
1677,,61,,26,40,255,33,24,R1,120,A-,1,1,0,1
1684,,,,27,85,416,36,32,R1,120,C,1,1,0,0
1685,,,,24,91,497,37,28,R1,120,B,1,1,0,1
1693,,48,,26,95,413,34,26,R1,120,C+,1,1,0,0
1694,,,47,24,136,486,36,24,R1,120,D,1,1,0,0
1696,,68,63,32,192,486,32,31,R1,120,B+,1,1,0,1
1697,,,,26,41,330,34,25,R1,120,A,1,1,0,1
1699,,,,25,18,310,39,29,R1,120,B+,1,1,0,1
