airline,airport,OnTime,IndOHare,IndDelta
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,yes,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
Delta,LGA,no,0,1
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
American,ORD,yes,1,0
