Player,ShotType,Hit
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,1
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
Frye,Three,0
